SK_ID_CURR,TARGET
100001,0.029206454753875732
100005,0.16081055998802185
100013,0.02399556338787079
100028,0.02946941740810871
100038,0.17534005641937256
100042,0.02779984101653099
100057,0.005889527499675751
100065,0.02941841259598732
100066,0.013239488005638123
100067,0.3348012864589691
100074,0.056787729263305664
100090,0.029722297564148903
100091,0.07534553855657578
100092,0.044970668852329254
100106,0.024062056094408035
100107,0.18535104393959045
100109,0.04896092414855957
100117,0.013801872730255127
100128,0.07151827216148376
100141,0.025876402854919434
100150,0.061193495988845825
100168,0.010173190385103226
100169,0.022146401926875114
100170,0.14721907675266266
100171,0.06789379566907883
100172,0.1711348295211792
100184,0.1088751032948494
100187,0.055172909051179886
100212,0.02334907464683056
100222,0.027622468769550323
100223,0.02848079986870289
100232,0.00808437168598175
100241,0.14433421194553375
100245,0.014598025009036064
100253,0.03447788208723068
100256,0.04257531464099884
100271,0.005873573943972588
100278,0.3996022641658783
100280,0.009142637252807617
100306,0.136846661567688
100311,0.050566501915454865
100312,0.024465907365083694
100330,0.05933687090873718
100331,0.02931405045092106
100352,0.12465029954910278
100358,0.0750376433134079
100367,0.020555289462208748
100382,0.09626559913158417
100384,0.13358883559703827
100385,0.08623795211315155
100386,0.02292540855705738
100399,0.024961767718195915
100404,0.021231941878795624
100416,0.0057794214226305485
100422,0.01300183217972517
100426,0.031911153346300125
100438,0.03110978566110134
100444,0.1112060397863388
100445,0.12167506664991379
100446,0.05732393264770508
100447,0.026571674272418022
100450,0.1849815845489502
100466,0.01616702601313591
100483,0.02198902890086174
100484,0.03065977618098259
100494,0.05329008027911186
100510,0.13391120731830597
100512,0.013269391842186451
100517,0.03175967186689377
100548,0.015133492648601532
100551,0.035332296043634415
100552,0.06193751469254494
100553,0.01046905666589737
100561,0.18425221741199493
100568,0.3636762201786041
100569,0.013179508037865162
100591,0.0887846052646637
100592,0.022400762885808945
100602,0.040979478508234024
100607,0.043912123888731
100613,0.06664326041936874
100617,0.08770875632762909
100618,0.13615964353084564
100622,0.05546107143163681
100625,0.08975175768136978
100677,0.07710172981023788
100699,0.038679931312799454
100702,0.2569698691368103
100711,0.02967853471636772
100729,0.1184549331665039
100740,0.1566341519355774
100744,0.13944771885871887
100745,0.05765087902545929
100747,0.10355313867330551
100751,0.4750823676586151
100752,0.029525361955165863
100753,0.10807710140943527
100754,0.27658361196517944
100760,0.032230276614427567
100762,0.08949414640665054
100763,0.018056295812129974
100765,0.01198351290076971
100770,0.07365642488002777
100772,0.028391025960445404
100777,0.024146614596247673
100791,0.014053951017558575
100792,0.009327767416834831
100797,0.028641078621149063
100823,0.023666851222515106
100826,0.022620506584644318
100830,0.06104821711778641
100836,0.18881645798683167
100872,0.07940623164176941
100910,0.07150831818580627
100913,0.11686839908361435
100918,0.017696218565106392
100931,0.016171319410204887
100952,0.02298317290842533
100953,0.015188684687018394
100965,0.0785205066204071
100970,0.020213866606354713
100982,0.17681926488876343
100983,0.5799146890640259
100984,0.08721460402011871
100987,0.04013310745358467
100997,0.036458179354667664
100998,0.2458898276090622
101002,0.024852698668837547
101005,0.1552264392375946
101008,0.3585818111896515
101020,0.03639499098062515
101021,0.04174388572573662
101024,0.028057169169187546
101025,0.26052340865135193
101026,0.029599515721201897
101031,0.01256762258708477
101041,0.012759145349264145
101051,0.0029937950894236565
101055,0.04943571984767914
101056,0.15147347748279572
101057,0.013486090116202831
101064,0.013662334531545639
101079,0.07283644378185272
101087,0.0040698302909731865
